"NAICS_Code","Industry","Emission_With_Margins","Quartile_Number","Emission_Level"
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,0.11699999868869781,4,Low
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,0.11699999868869781,4,Low
423830,Industrial Machinery and Equipment Merchant Wholesalers,0.11699999868869781,4,Low
423840,Industrial Supplies Merchant Wholesalers,0.11699999868869781,4,Low
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,0.11699999868869781,4,Low
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,0.11699999868869781,4,Low
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,0.11599999666213989,4,Low
236116,New Multifamily Housing Construction (except For-Sale Builders),0.11599999666213989,4,Low
621410,Family Planning Centers,0.11599999666213989,4,Low
621420,Outpatient Mental Health and Substance Abuse Centers,0.11599999666213989,4,Low
621491,HMO Medical Centers,0.11599999666213989,4,Low
621492,Kidney Dialysis Centers,0.11599999666213989,4,Low
621493,Freestanding Ambulatory Surgical and Emergency Centers,0.11599999666213989,4,Low
621498,All Other Outpatient Care Centers,0.11599999666213989,4,Low
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.11500000208616257,4,Low
334290,Other Communications Equipment Manufacturing,0.11400000005960464,4,Low
336412,Aircraft Engine and Engine Parts Manufacturing,0.11400000005960464,4,Low
334111,Electronic Computer Manufacturing,0.1120000034570694,4,Low
621610,Home Health Care Services,0.1120000034570694,4,Low
515111,Radio Networks,0.10999999940395355,4,Low
515112,Radio Stations,0.10999999940395355,4,Low
515120,Television Broadcasting,0.10999999940395355,4,Low
812111,Barber Shops,0.10899999737739563,4,Low
812112,Beauty Salons,0.10899999737739563,4,Low
812113,Nail Salons,0.10899999737739563,4,Low
812191,Diet and Weight Reducing Centers,0.10899999737739563,4,Low
812199,Other Personal Care Services,0.10899999737739563,4,Low
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",0.10899999737739563,4,Low
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",0.10899999737739563,4,Low
423690,Other Electronic Parts and Equipment Merchant Wholesalers,0.10899999737739563,4,Low
325412,Pharmaceutical Preparation Manufacturing,0.10700000077486038,4,Low
519190,All Other Information Services,0.10700000077486038,4,Low
519110,News Syndicates,0.10700000077486038,4,Low
519120,Libraries and Archives,0.10700000077486038,4,Low
561110,Office Administrative Services,0.10499999672174454,4,Low
339116,Dental Laboratories,0.10400000214576721,4,Low
441110,New Car Dealers,0.10400000214576721,4,Low
441120,Used Car Dealers,0.10400000214576721,4,Low
441210,Recreational Vehicle Dealers,0.10400000214576721,4,Low
441222,Boat Dealers,0.10400000214576721,4,Low
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",0.10400000214576721,4,Low
441310,Automotive Parts and Accessories Stores,0.10400000214576721,4,Low
441320,Tire Dealers,0.10400000214576721,4,Low
561510,Travel Agencies,0.10300000011920929,4,Low
561520,Tour Operators,0.10300000011920929,4,Low
561591,Convention and Visitors Bureaus,0.10300000011920929,4,Low
561599,All Other Travel Arrangement and Reservation Services,0.10300000011920929,4,Low
444110,Home Centers,0.10100000351667404,4,Low
444120,Paint and Wallpaper Stores,0.10100000351667404,4,Low
444130,Hardware Stores,0.10100000351667404,4,Low
444190,Other Building Material Dealers,0.10100000351667404,4,Low
444210,Outdoor Power Equipment Stores,0.10100000351667404,4,Low
444220,"Nursery, Garden Center, and Farm Supply Stores",0.10100000351667404,4,Low
334519,Other Measuring and Controlling Device Manufacturing,0.10000000149011612,4,Low
812910,Pet Care (except Veterinary) Services,0.0989999994635582,4,Low
812921,Photofinishing Laboratories (except One-Hour),0.0989999994635582,4,Low
812922,One-Hour Photofinishing,0.0989999994635582,4,Low
812930,Parking Lots and Garages,0.0989999994635582,4,Low
812990,All Other Personal Services,0.0989999994635582,4,Low
541511,Custom Computer Programming Services,0.09700000286102295,4,Low
511210,Software Publishers,0.09700000286102295,4,Low
334516,Analytical Laboratory Instrument Manufacturing,0.09300000220537186,4,Low
454110,Electronic Shopping and Mail-Order Houses,0.09099999815225601,4,Low
454210,Vending Machine Operators,0.09099999815225601,4,Low
454310,Fuel Dealers,0.09099999815225601,4,Low
454390,Other Direct Selling Establishments,0.09099999815225601,4,Low
621210,Offices of Dentists,0.09000000357627869,4,Low
811211,Consumer Electronics Repair and Maintenance,0.09000000357627869,4,Low
811212,Computer and Office Machine Repair and Maintenance,0.09000000357627869,4,Low
811213,Communication Equipment Repair and Maintenance,0.09000000357627869,4,Low
811219,Other Electronic and Precision Equipment Repair and Maintenance,0.09000000357627869,4,Low
541410,Interior Design Services,0.08799999952316284,4,Low
541420,Industrial Design Services,0.08799999952316284,4,Low
541430,Graphic Design Services,0.08799999952316284,4,Low
541490,Other Specialized Design Services,0.08799999952316284,4,Low
541513,Computer Facilities Management Services,0.08699999749660492,4,Low
541519,Other Computer Related Services,0.08699999749660492,4,Low
621111,Offices of Physicians (except Mental Health Specialists),0.0860000029206276,4,Low
621112,"Offices of Physicians, Mental Health Specialists",0.0860000029206276,4,Low
811411,Home and Garden Equipment Repair and Maintenance,0.0860000029206276,4,Low
811412,Appliance Repair and Maintenance,0.0860000029206276,4,Low
811420,Reupholstery and Furniture Repair,0.0860000029206276,4,Low
811430,Footwear and Leather Goods Repair,0.0860000029206276,4,Low
811490,Other Personal and Household Goods Repair and Maintenance,0.0860000029206276,4,Low
423410,Photographic Equipment and Supplies Merchant Wholesalers,0.08500000089406967,4,Low
423420,Office Equipment Merchant Wholesalers,0.08500000089406967,4,Low
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0.08500000089406967,4,Low
423440,Other Commercial Equipment Merchant Wholesalers,0.08500000089406967,4,Low
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0.08500000089406967,4,Low
423460,Ophthalmic Goods Merchant Wholesalers,0.08500000089406967,4,Low
423490,Other Professional Equipment and Supplies Merchant Wholesalers,0.08500000089406967,4,Low
325414,Biological Product (except Diagnostic) Manufacturing,0.08500000089406967,4,Low
711110,Theater Companies and Dinner Theaters,0.08399999886751175,4,Low
711120,Dance Companies,0.08399999886751175,4,Low
711130,Musical Groups and Artists,0.08399999886751175,4,Low
711190,Other Performing Arts Companies,0.08399999886751175,4,Low
541611,Administrative Management and General Management Consulting Services,0.08399999886751175,4,Low
541612,Human Resources Consulting Services,0.08399999886751175,4,Low
541613,Marketing Consulting Services,0.08399999886751175,4,Low
541614,"Process, Physical Distribution, and Logistics Consulting Services",0.08399999886751175,4,Low
541618,Other Management Consulting Services,0.08399999886751175,4,Low
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",0.08299999684095383,4,Low
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",0.08299999684095383,4,Low
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",0.08299999684095383,4,Low
517311,Wired Telecommunications Carriers,0.0820000022649765,4,Low
561611,Investigation Services,0.07999999821186066,4,Low
561612,Security Guards and Patrol Services,0.07999999821186066,4,Low
561613,Armored Car Services,0.07999999821186066,4,Low
561621,Security Systems Services (except Locksmiths),0.07999999821186066,4,Low
561622,Locksmiths,0.07999999821186066,4,Low
541620,Environmental Consulting Services,0.07900000363588333,4,Low
541690,Other Scientific and Technical Consulting Services,0.07900000363588333,4,Low
424710,Petroleum Bulk Stations and Terminals,0.07800000160932541,4,Low
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),0.07800000160932541,4,Low
541512,Computer Systems Design Services,0.07699999958276749,4,Low
541930,Translation and Interpretation Services,0.07500000298023224,4,Low
541990,"All Other Professional, Scientific, and Technical Services",0.07500000298023224,4,Low
541910,Marketing Research and Public Opinion Polling,0.07500000298023224,4,Low
711211,Sports Teams and Clubs,0.07199999690055847,4,Low
711212,Racetracks,0.07199999690055847,4,Low
711219,Other Spectator Sports,0.07199999690055847,4,Low
334514,Totalizing Fluid Meter and Counting Device Manufacturing,0.07199999690055847,4,Low
512110,Motion Picture and Video Production,0.07100000232458115,4,Low
512120,Motion Picture and Video Distribution,0.07100000232458115,4,Low
512131,Motion Picture Theaters (except Drive-Ins),0.07100000232458115,4,Low
512132,Drive-In Motion Picture Theaters,0.07100000232458115,4,Low
512191,Teleproduction and Other Postproduction Services,0.07100000232458115,4,Low
512199,Other Motion Picture and Video Industries,0.07100000232458115,4,Low
512230,Music Publishers,0.06800000369548798,4,Low
512240,Sound Recording Studios,0.06800000369548798,4,Low
512250,Record Production and Distribution,0.06800000369548798,4,Low
512290,Other Sound Recording Industries,0.06800000369548798,4,Low
813211,Grantmaking Foundations,0.06499999761581421,4,Low
813212,Voluntary Health Organizations,0.06499999761581421,4,Low
813219,Other Grantmaking and Giving Services,0.06499999761581421,4,Low
813311,Human Rights Organizations,0.06499999761581421,4,Low
813312,"Environment, Conservation and Wildlife Organizations",0.06499999761581421,4,Low
813319,Other Social Advocacy Organizations,0.06499999761581421,4,Low
522210,Credit Card Issuing,0.06400000303983688,4,Low
522220,Sales Financing,0.06400000303983688,4,Low
522291,Consumer Lending,0.06400000303983688,4,Low
522292,Real Estate Credit,0.06400000303983688,4,Low
522293,International Trade Financing,0.06400000303983688,4,Low
522294,Secondary Market Financing,0.06400000303983688,4,Low
522298,All Other Nondepository Credit Intermediation,0.06400000303983688,4,Low
522310,Mortgage and Nonmortgage Loan Brokers,0.06400000303983688,4,Low
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.06400000303983688,4,Low
522390,Other Activities Related to Credit Intermediation,0.06400000303983688,4,Low
523910,Miscellaneous Intermediation,0.06199999898672104,4,Low
523920,Portfolio Management,0.06199999898672104,4,Low
523930,Investment Advice,0.06199999898672104,4,Low
523991,"Trust, Fiduciary, and Custody Activities",0.06199999898672104,4,Low
523999,Miscellaneous Financial Investment Activities,0.06199999898672104,4,Low
523110,Investment Banking and Securities Dealing,0.05999999865889549,4,Low
523120,Securities Brokerage,0.05999999865889549,4,Low
523130,Commodity Contracts Dealing,0.05999999865889549,4,Low
523140,Commodity Contracts Brokerage,0.05999999865889549,4,Low
523210,Securities and Commodity Exchanges,0.05999999865889549,4,Low
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",0.05999999865889549,4,Low
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),0.057999998331069946,4,Low
541110,Offices of Lawyers,0.05400000140070915,4,Low
541120,Offices of Notaries,0.05400000140070915,4,Low
541191,Title Abstract and Settlement Offices,0.05400000140070915,4,Low
541199,All Other Legal Services,0.05400000140070915,4,Low
425110,Business to Business Electronic Markets,0.050999999046325684,4,Low
425120,Wholesale Trade Agents and Brokers,0.050999999046325684,4,Low
541211,Offices of Certified Public Accountants,0.05000000074505806,4,Low
541213,Tax Preparation Services,0.05000000074505806,4,Low
541214,Payroll Services,0.05000000074505806,4,Low
541219,Other Accounting Services,0.05000000074505806,4,Low
521110,Monetary Authorities-Central Bank,0.04800000041723251,4,Low
522110,Commercial Banking,0.04800000041723251,4,Low
522120,Savings Institutions,0.04800000041723251,4,Low
522130,Credit Unions,0.04800000041723251,4,Low
522190,Other Depository Credit Intermediation,0.04800000041723251,4,Low
524114,Direct Health and Medical Insurance Carriers,0.03400000184774399,4,Low
524126,Direct Property and Casualty Insurance Carriers,0.03400000184774399,4,Low
524127,Direct Title Insurance Carriers,0.03400000184774399,4,Low
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",0.03400000184774399,4,Low
524130,Reinsurance Carriers,0.03400000184774399,4,Low
524210,Insurance Agencies and Brokerages,0.03400000184774399,4,Low
524291,Claims Adjusting,0.03400000184774399,4,Low
524292,Third Party Administration of Insurance and Pension Funds,0.03400000184774399,4,Low
524298,All Other Insurance Related Activities,0.03400000184774399,4,Low
812210,Funeral Homes and Funeral Services,0.03400000184774399,4,Low
812220,Cemeteries and Crematories,0.03400000184774399,4,Low
561311,Employment Placement Agencies,0.032999999821186066,4,Low
561312,Executive Search Services,0.032999999821186066,4,Low
561320,Temporary Help Services,0.032999999821186066,4,Low
561330,Professional Employer Organizations,0.032999999821186066,4,Low
524113,Direct Life Insurance Carriers,0.029999999329447746,4,Low
531110,Lessors of Residential Buildings and Dwellings,0.01899999938905239,4,Low
711510,"Independent Artists, Writers, and Performers",0.013000000268220901,4,Low
